food_item,weather,day_time,price
Yogurt Parfait,Sunny,Breakfast,132
Toast & Jam,Sunny,Breakfast,54
Butter Toast,Sunny,Breakfast,53
Croissant,Sunny,Breakfast,89
Breakfast Burrito,Sunny,Breakfast,160
Hash Browns,Sunny,Breakfast,69
Samosa,Sunny,Breakfast,19
Singara,Sunny,Breakfast,24
Vegetable Roll,Sunny,Breakfast,31
Chicken Sandwich,Sunny,Lunch,145
Club Sandwich,Sunny,Lunch,158
Grilled Cheese Sandwich,Sunny,Lunch,128
Chicken Burger,Sunny,Lunch,159
Beef Burger,Sunny,Lunch,184
Veg Burger,Sunny,Lunch,130
Chicken Shawarma,Sunny,Lunch,160
Beef Shawarma,Sunny,Lunch,174
Chicken Wrap,Sunny,Lunch,158
Caesar Salad,Sunny,Dinner,186
Greek Salad,Sunny,Lunch,190
Chicken Caesar Salad,Sunny,Lunch,214
Fried Rice,Sunny,Lunch,183
Chicken Fried Rice,Sunny,Lunch,210
Egg Fried Rice,Sunny,Lunch,170
Vegetable Fried Rice,Sunny,Lunch,164
Noodles,Sunny,Lunch,168
Chicken Noodles,Sunny,Lunch,194
Vegetable Noodles,Sunny,Lunch,156
Pasta Alfredo,Sunny,Lunch,226
Spicy Pasta,Sunny,Lunch,211
Mac & Cheese,Sunny,Lunch,206
Chicken Pizza,Sunny,Lunch,261
Beef Pizza,Sunny,Dinner,301
Veg Pizza,Sunny,Dinner,237
Margherita Pizza,Sunny,Dinner,248
BBQ Chicken Pizza,Sunny,Dinner,304
Beef Biryani,Sunny,Dinner,235
Chicken Biryani,Sunny,Dinner,207
Kacchi Biryani,Sunny,Dinner,291
Tehari,Sunny,Dinner,184
Khichuri,Sunny,Dinner,159
Mutton Curry,Sunny,Dinner,273
Chicken Curry,Sunny,Dinner,203
Beef Curry,Sunny,Dinner,219
Fish Curry,Sunny,Dinner,201
Dal,Sunny,Dinner,100
Mixed Vegetables,Sunny,Dinner,126
Butter Naan,Sunny,Dinner,47
Garlic Naan,Sunny,Dinner,56
Chapati,Sunny,Dinner,35
Grilled Chicken,Sunny,Dinner,249
Tandoori Chicken,Sunny,Dinner,267
Chicken Wings,Sunny,Dinner,224
BBQ Platter,Sunny,Dinner,433
Steak,Sunny,Dinner,388
Soup,Sunny,Dinner,108
Tomato Soup,Sunny,Dinner,120
Chicken Corn Soup,Sunny,Dinner,145
Hot & Sour Soup,Sunny,Dinner,136
Cold Coffee,Sunny,Lunch,120
Coffee,Sunny,Breakfast,67
Cappuccino,Sunny,Breakfast,106
Latte,Sunny,Breakfast,119
Espresso,Sunny,Breakfast,99
Tea,Sunny,Breakfast,44
Milk Tea,Sunny,Breakfast,53
Green Tea,Sunny,Breakfast,60
Hot Chocolate,Sunny,Breakfast,130
Lemonade,Sunny,Lunch,81
Orange Juice,Sunny,Breakfast,94
Mango Juice,Sunny,Lunch,110
Apple Juice,Sunny,Lunch,100
Watermelon Juice,Sunny,Dinner,106
Milkshake,Sunny,Dinner,153
Chocolate Milkshake,Sunny,Dinner,158
Vanilla Milkshake,Sunny,Dinner,156
Faluda,Sunny,Dinner,154
Ice Cream,Sunny,Dinner,97
Brownie,Sunny,Dinner,125
Cheesecake,Sunny,Dinner,187
Chocolate Cake,Sunny,Dinner,168
Red Velvet Cake,Sunny,Dinner,184
Donut,Sunny,Breakfast,62
Muffin,Sunny,Breakfast,69
Paratha & Egg,Rainy,Breakfast,83
French Toast,Rainy,Breakfast,122
Pancakes,Rainy,Breakfast,152
Waffles,Rainy,Breakfast,150
Omelette,Rainy,Breakfast,98
Scrambled Eggs,Rainy,Breakfast,106
Boiled Egg Set,Rainy,Breakfast,70
Porridge,Rainy,Breakfast,94
Fruit Bowl,Rainy,Breakfast,132
Yogurt Parfait,Rainy,Breakfast,138
Toast & Jam,Rainy,Breakfast,61
Butter Toast,Rainy,Breakfast,58
Croissant,Rainy,Breakfast,95
Breakfast Burrito,Rainy,Breakfast,161
Hash Browns,Rainy,Breakfast,77
Samosa,Rainy,Breakfast,32
Singara,Rainy,Breakfast,25
Vegetable Roll,Rainy,Breakfast,41
Chicken Sandwich,Rainy,Lunch,155
Club Sandwich,Rainy,Lunch,165
Grilled Cheese Sandwich,Rainy,Lunch,127
Chicken Burger,Rainy,Lunch,163
Beef Burger,Rainy,Breakfast,188
Veg Burger,Rainy,Lunch,147
Chicken Shawarma,Rainy,Lunch,170
Beef Shawarma,Rainy,Lunch,184
Chicken Wrap,Rainy,Lunch,165
Caesar Salad,Rainy,Lunch,176
Greek Salad,Rainy,Lunch,190
Chicken Caesar Salad,Rainy,Lunch,221
Fried Rice,Rainy,Lunch,188
Chicken Fried Rice,Rainy,Lunch,219
Egg Fried Rice,Rainy,Lunch,183
Vegetable Fried Rice,Rainy,Lunch,167
Noodles,Rainy,Lunch,169
Chicken Noodles,Rainy,Lunch,205
Vegetable Noodles,Rainy,Lunch,160
Pasta Alfredo,Rainy,Lunch,232
Spicy Pasta,Rainy,Lunch,222
Mac & Cheese,Rainy,Breakfast,209
Chicken Pizza,Rainy,Dinner,282
Beef Pizza,Rainy,Dinner,301
Veg Pizza,Rainy,Dinner,250
Margherita Pizza,Rainy,Dinner,251
BBQ Chicken Pizza,Rainy,Lunch,316
Beef Biryani,Rainy,Dinner,230
Chicken Biryani,Rainy,Dinner,221
Kacchi Biryani,Rainy,Dinner,299
Tehari,Rainy,Dinner,186
Khichuri,Rainy,Dinner,164
Mutton Curry,Rainy,Lunch,276
Chicken Curry,Rainy,Dinner,208
Beef Curry,Rainy,Dinner,228
Fish Curry,Rainy,Dinner,196
Dal,Rainy,Dinner,105
Mixed Vegetables,Rainy,Dinner,132
Butter Naan,Rainy,Dinner,46
Garlic Naan,Rainy,Dinner,57
Chapati,Rainy,Dinner,37
Grilled Chicken,Rainy,Dinner,258
Tandoori Chicken,Rainy,Dinner,282
Chicken Wings,Rainy,Dinner,237
BBQ Platter,Rainy,Dinner,433
Steak,Rainy,Dinner,398
Soup,Rainy,Dinner,119
Tomato Soup,Rainy,Dinner,131
Chicken Corn Soup,Rainy,Dinner,152
Hot & Sour Soup,Rainy,Dinner,142
Cold Coffee,Rainy,Lunch,131
Coffee,Rainy,Breakfast,70
Cappuccino,Rainy,Breakfast,119
Latte,Rainy,Breakfast,123
Espresso,Rainy,Breakfast,105
Tea,Rainy,Breakfast,56
Milk Tea,Rainy,Breakfast,62
Green Tea,Rainy,Breakfast,66
Hot Chocolate,Rainy,Breakfast,142
Lemonade,Rainy,Dinner,91
Orange Juice,Rainy,Breakfast,104
Mango Juice,Rainy,Lunch,111
Apple Juice,Rainy,Lunch,113
Watermelon Juice,Rainy,Lunch,103
Milkshake,Rainy,Dinner,157
Chocolate Milkshake,Rainy,Dinner,166
Vanilla Milkshake,Rainy,Dinner,156
Faluda,Rainy,Dinner,170
Ice Cream,Rainy,Dinner,100
Brownie,Rainy,Dinner,139
Cheesecake,Rainy,Dinner,191
Chocolate Cake,Rainy,Dinner,180
Red Velvet Cake,Rainy,Dinner,191
Donut,Rainy,Breakfast,75
Muffin,Rainy,Breakfast,82
Paratha & Egg,Cloudy,Breakfast,76
French Toast,Cloudy,Breakfast,114
Pancakes,Cloudy,Breakfast,137
Waffles,Cloudy,Breakfast,151
Omelette,Cloudy,Breakfast,97
Scrambled Eggs,Cloudy,Breakfast,92
Boiled Egg Set,Cloudy,Dinner,76
Porridge,Cloudy,Breakfast,92
Fruit Bowl,Cloudy,Breakfast,119
Yogurt Parfait,Cloudy,Breakfast,130
Toast & Jam,Cloudy,Breakfast,67
Butter Toast,Cloudy,Breakfast,51
Croissant,Cloudy,Breakfast,94
Breakfast Burrito,Cloudy,Breakfast,164
Hash Browns,Cloudy,Breakfast,83
Samosa,Cloudy,Dinner,42
Singara,Cloudy,Breakfast,18
Vegetable Roll,Cloudy,Breakfast,38
Chicken Sandwich,Cloudy,Lunch,153
Club Sandwich,Cloudy,Lunch,164
Grilled Cheese Sandwich,Cloudy,Lunch,131
Chicken Burger,Cloudy,Lunch,152
Beef Burger,Cloudy,Dinner,187
Veg Burger,Cloudy,Lunch,135
Chicken Shawarma,Cloudy,Lunch,161
Beef Shawarma,Cloudy,Lunch,186
Chicken Wrap,Cloudy,Lunch,154
Caesar Salad,Cloudy,Lunch,173
Greek Salad,Cloudy,Lunch,182
Chicken Caesar Salad,Cloudy,Lunch,215
Fried Rice,Cloudy,Lunch,187
Chicken Fried Rice,Cloudy,Lunch,221
Egg Fried Rice,Cloudy,Lunch,180
Vegetable Fried Rice,Cloudy,Lunch,166
Noodles,Cloudy,Dinner,172
Chicken Noodles,Cloudy,Dinner,200
Vegetable Noodles,Cloudy,Lunch,152
Pasta Alfredo,Cloudy,Lunch,221
Spicy Pasta,Cloudy,Lunch,221
Mac & Cheese,Cloudy,Lunch,211
Chicken Pizza,Cloudy,Dinner,277
Beef Pizza,Cloudy,Dinner,299
Veg Pizza,Cloudy,Dinner,237
Margherita Pizza,Cloudy,Dinner,255
BBQ Chicken Pizza,Cloudy,Dinner,315
Beef Biryani,Cloudy,Dinner,237
Chicken Biryani,Cloudy,Dinner,211
Kacchi Biryani,Cloudy,Dinner,297
Tehari,Cloudy,Dinner,180
Khichuri,Cloudy,Dinner,160
Mutton Curry,Cloudy,Dinner,270
Chicken Curry,Cloudy,Dinner,201
Beef Curry,Cloudy,Dinner,222
Fish Curry,Cloudy,Dinner,199
Dal,Cloudy,Dinner,108
Mixed Vegetables,Cloudy,Lunch,117
Butter Naan,Cloudy,Dinner,46
Garlic Naan,Cloudy,Dinner,54
Chapati,Cloudy,Dinner,32
Grilled Chicken,Cloudy,Dinner,246
Tandoori Chicken,Cloudy,Dinner,274
Chicken Wings,Cloudy,Dinner,238
BBQ Platter,Cloudy,Dinner,426
Steak,Cloudy,Dinner,391
Soup,Cloudy,Dinner,110
Tomato Soup,Cloudy,Dinner,120
Chicken Corn Soup,Cloudy,Dinner,143
Hot & Sour Soup,Cloudy,Dinner,140
Cold Coffee,Cloudy,Lunch,123
Coffee,Cloudy,Breakfast,70
Cappuccino,Cloudy,Breakfast,118
Latte,Cloudy,Breakfast,118
Espresso,Cloudy,Breakfast,103
Tea,Cloudy,Breakfast,46
Milk Tea,Cloudy,Breakfast,49
Green Tea,Cloudy,Breakfast,57
Hot Chocolate,Cloudy,Dinner,143
Lemonade,Cloudy,Lunch,93
Orange Juice,Cloudy,Breakfast,97
Mango Juice,Cloudy,Lunch,115
Apple Juice,Cloudy,Lunch,111
Watermelon Juice,Cloudy,Lunch,99
Milkshake,Cloudy,Dinner,158
Chocolate Milkshake,Cloudy,Dinner,160
Vanilla Milkshake,Cloudy,Lunch,150
Faluda,Cloudy,Dinner,158
Ice Cream,Cloudy,Dinner,97
Brownie,Cloudy,Dinner,131
Cheesecake,Cloudy,Dinner,192
Chocolate Cake,Cloudy,Dinner,171
Red Velvet Cake,Cloudy,Dinner,186
Donut,Cloudy,Breakfast,64
Muffin,Cloudy,Breakfast,74
Paratha & Egg,Cold,Breakfast,90
French Toast,Cold,Breakfast,118
Pancakes,Cold,Breakfast,153
Waffles,Cold,Breakfast,157
Omelette,Cold,Breakfast,99
Scrambled Eggs,Cold,Breakfast,102
Boiled Egg Set,Cold,Breakfast,77
Porridge,Cold,Breakfast,98
Fruit Bowl,Cold,Breakfast,128
Yogurt Parfait,Cold,Breakfast,133
Toast & Jam,Cold,Breakfast,69
Butter Toast,Cold,Breakfast,67
Croissant,Cold,Breakfast,105
Breakfast Burrito,Cold,Breakfast,166
Hash Browns,Cold,Breakfast,90
Samosa,Cold,Breakfast,40
Singara,Cold,Breakfast,34
Vegetable Roll,Cold,Breakfast,38
Chicken Sandwich,Cold,Lunch,162
Club Sandwich,Cold,Lunch,164
Grilled Cheese Sandwich,Cold,Lunch,134
Chicken Burger,Cold,Lunch,164
Beef Burger,Cold,Lunch,197
Veg Burger,Cold,Lunch,149
Chicken Shawarma,Cold,Lunch,174
Beef Shawarma,Cold,Lunch,183
Chicken Wrap,Cold,Lunch,159
Caesar Salad,Cold,Lunch,181
Greek Salad,Cold,Lunch,188
Chicken Caesar Salad,Cold,Lunch,223
Fried Rice,Cold,Lunch,191
Chicken Fried Rice,Cold,Lunch,230
Egg Fried Rice,Cold,Lunch,185
Vegetable Fried Rice,Cold,Lunch,174
Noodles,Cold,Dinner,180
Chicken Noodles,Cold,Lunch,200
Vegetable Noodles,Cold,Lunch,164
Pasta Alfredo,Cold,Lunch,235
Spicy Pasta,Cold,Dinner,225
Mac & Cheese,Cold,Lunch,210
Chicken Pizza,Cold,Dinner,279
Beef Pizza,Cold,Dinner,308
Veg Pizza,Cold,Dinner,248
Margherita Pizza,Cold,Dinner,265
BBQ Chicken Pizza,Cold,Dinner,315
Beef Biryani,Cold,Dinner,241
Chicken Biryani,Cold,Dinner,214
Kacchi Biryani,Cold,Dinner,299
Tehari,Cold,Dinner,191
Khichuri,Cold,Breakfast,164
Mutton Curry,Cold,Dinner,278
Chicken Curry,Cold,Dinner,207
Beef Curry,Cold,Dinner,235
Fish Curry,Cold,Dinner,206
Dal,Cold,Dinner,111
Mixed Vegetables,Cold,Dinner,130
Butter Naan,Cold,Dinner,57
Garlic Naan,Cold,Dinner,62
Chapati,Cold,Dinner,41
Grilled Chicken,Cold,Dinner,265
Tandoori Chicken,Cold,Dinner,284
Chicken Wings,Cold,Dinner,239
BBQ Platter,Cold,Dinner,437
Steak,Cold,Dinner,398
Soup,Cold,Dinner,130
Tomato Soup,Cold,Dinner,140
Chicken Corn Soup,Cold,Dinner,158
Hot & Sour Soup,Cold,Dinner,146
Cold Coffee,Cold,Lunch,136
Coffee,Cold,Breakfast,93
Cappuccino,Cold,Breakfast,127
Latte,Cold,Breakfast,143
Espresso,Cold,Breakfast,119
Tea,Cold,Breakfast,54
Milk Tea,Cold,Breakfast,66
Green Tea,Cold,Breakfast,72
Hot Chocolate,Cold,Breakfast,144
Lemonade,Cold,Lunch,98
Orange Juice,Cold,Breakfast,98
Mango Juice,Cold,Lunch,123
Apple Juice,Cold,Lunch,120
Watermelon Juice,Cold,Lunch,103
Milkshake,Cold,Breakfast,150
Chocolate Milkshake,Cold,Dinner,173
Vanilla Milkshake,Cold,Dinner,164
Faluda,Cold,Dinner,166
Ice Cream,Cold,Dinner,103
Brownie,Cold,Dinner,137
Cheesecake,Cold,Dinner,201
Chocolate Cake,Cold,Dinner,180
Red Velvet Cake,Cold,Dinner,198
Donut,Cold,Breakfast,76
Muffin,Cold,Dinner,91
Paratha & Egg,Hot,Breakfast,74
French Toast,Hot,Breakfast,107
Pancakes,Hot,Breakfast,138
Waffles,Hot,Breakfast,152
Omelette,Hot,Breakfast,85
Scrambled Eggs,Hot,Breakfast,88
Boiled Egg Set,Hot,Breakfast,60
Porridge,Hot,Breakfast,84
Fruit Bowl,Hot,Breakfast,122
Yogurt Parfait,Hot,Breakfast,126
Toast & Jam,Hot,Breakfast,61
Butter Toast,Hot,Breakfast,54
Croissant,Hot,Breakfast,83
Breakfast Burrito,Hot,Breakfast,159
Hash Browns,Hot,Breakfast,72
Samosa,Hot,Breakfast,20
Singara,Hot,Breakfast,18
Vegetable Roll,Hot,Breakfast,30
Chicken Sandwich,Hot,Dinner,153
Club Sandwich,Hot,Lunch,155
Grilled Cheese Sandwich,Hot,Lunch,127
Chicken Burger,Hot,Lunch,156
Beef Burger,Hot,Lunch,175
Veg Burger,Hot,Lunch,129
Chicken Shawarma,Hot,Lunch,155
Beef Shawarma,Hot,Lunch,177
Chicken Wrap,Hot,Lunch,153
Caesar Salad,Hot,Lunch,175
Greek Salad,Hot,Lunch,179
Chicken Caesar Salad,Hot,Lunch,212
Fried Rice,Hot,Lunch,176
Chicken Fried Rice,Hot,Lunch,209
Egg Fried Rice,Hot,Lunch,177
Vegetable Fried Rice,Hot,Lunch,162
Noodles,Hot,Lunch,159
Chicken Noodles,Hot,Lunch,189
Vegetable Noodles,Hot,Lunch,149
Pasta Alfredo,Hot,Lunch,215
Spicy Pasta,Hot,Lunch,209
Mac & Cheese,Hot,Lunch,199
Chicken Pizza,Hot,Dinner,266
Beef Pizza,Hot,Dinner,295
Veg Pizza,Hot,Dinner,242
Margherita Pizza,Hot,Dinner,242
BBQ Chicken Pizza,Hot,Dinner,304
Beef Biryani,Hot,Breakfast,214
Chicken Biryani,Hot,Dinner,200
Kacchi Biryani,Hot,Dinner,292
Tehari,Hot,Dinner,182
Khichuri,Hot,Dinner,148
Mutton Curry,Hot,Dinner,264
Chicken Curry,Hot,Dinner,198
Beef Curry,Hot,Dinner,215
Fish Curry,Hot,Dinner,191
Dal,Hot,Dinner,101
Mixed Vegetables,Hot,Dinner,116
Butter Naan,Hot,Dinner,47
Garlic Naan,Hot,Dinner,46
Chapati,Hot,Dinner,20
Grilled Chicken,Hot,Dinner,249
Tandoori Chicken,Hot,Dinner,264
Chicken Wings,Hot,Dinner,223
BBQ Platter,Hot,Dinner,424
Steak,Hot,Dinner,392
Soup,Hot,Breakfast,101
Tomato Soup,Hot,Dinner,114
Chicken Corn Soup,Hot,Dinner,137
Hot & Sour Soup,Hot,Dinner,131
Cold Coffee,Hot,Lunch,121
Coffee,Hot,Breakfast,65
Cappuccino,Hot,Breakfast,101
Latte,Hot,Breakfast,112
Espresso,Hot,Breakfast,95
Tea,Hot,Breakfast,34
Milk Tea,Hot,Breakfast,43
Green Tea,Hot,Breakfast,53
Hot Chocolate,Hot,Breakfast,130
Lemonade,Hot,Lunch,90
Orange Juice,Hot,Breakfast,92
Mango Juice,Hot,Lunch,121
Apple Juice,Hot,Lunch,108
Watermelon Juice,Hot,Lunch,89
Milkshake,Hot,Dinner,148
Chocolate Milkshake,Hot,Dinner,155
Vanilla Milkshake,Hot,Dinner,155
Faluda,Hot,Dinner,165
Ice Cream,Hot,Dinner,103
Brownie,Hot,Dinner,124
Cheesecake,Hot,Dinner,189
Chocolate Cake,Hot,Dinner,162
Red Velvet Cake,Hot,Dinner,179
Donut,Hot,Breakfast,61
Muffin,Hot,Breakfast,75
Paratha & Egg,Sunny,Breakfast,85
French Toast,Sunny,Breakfast,115
Pancakes,Sunny,Breakfast,140
Waffles,Sunny,Breakfast,155
Omelette,Sunny,Breakfast,91
Scrambled Eggs,Sunny,Breakfast,92
Boiled Egg Set,Sunny,Breakfast,71
Porridge,Sunny,Breakfast,81
Fruit Bowl,Sunny,Breakfast,123
Yogurt Parfait,Sunny,Breakfast,125
Toast & Jam,Sunny,Breakfast,64
Butter Toast,Sunny,Breakfast,59
Croissant,Sunny,Breakfast,84
Breakfast Burrito,Sunny,Breakfast,160
Hash Browns,Sunny,Breakfast,77
Samosa,Sunny,Breakfast,19
Singara,Sunny,Breakfast,20
Vegetable Roll,Sunny,Breakfast,33
Chicken Sandwich,Sunny,Lunch,147
Club Sandwich,Sunny,Lunch,158
Grilled Cheese Sandwich,Sunny,Lunch,125
Chicken Burger,Sunny,Lunch,155
Beef Burger,Sunny,Lunch,188
Veg Burger,Sunny,Lunch,140
Chicken Shawarma,Sunny,Lunch,171
Beef Shawarma,Sunny,Lunch,179
Chicken Wrap,Sunny,Lunch,149
Caesar Salad,Sunny,Lunch,180
Greek Salad,Sunny,Lunch,182
Chicken Caesar Salad,Sunny,Lunch,218
Fried Rice,Sunny,Lunch,186
Chicken Fried Rice,Sunny,Lunch,218
Egg Fried Rice,Sunny,Lunch,172
Vegetable Fried Rice,Sunny,Lunch,171
Noodles,Sunny,Lunch,170
Chicken Noodles,Sunny,Lunch,190
Vegetable Noodles,Sunny,Lunch,153
Pasta Alfredo,Sunny,Lunch,227
Spicy Pasta,Sunny,Lunch,221
Mac & Cheese,Sunny,Lunch,206
Chicken Pizza,Sunny,Dinner,276
Beef Pizza,Sunny,Dinner,298
Veg Pizza,Sunny,Dinner,235
Margherita Pizza,Sunny,Dinner,255
BBQ Chicken Pizza,Sunny,Dinner,313
Beef Biryani,Sunny,Dinner,224
Chicken Biryani,Sunny,Dinner,212
Kacchi Biryani,Sunny,Dinner,289
Tehari,Sunny,Dinner,181
Khichuri,Sunny,Dinner,155
Mutton Curry,Sunny,Dinner,264
Chicken Curry,Sunny,Dinner,201
Beef Curry,Sunny,Dinner,226
Fish Curry,Sunny,Dinner,193
Dal,Sunny,Dinner,101
Mixed Vegetables,Sunny,Dinner,116
Butter Naan,Sunny,Dinner,42
Garlic Naan,Sunny,Dinner,59
Chapati,Sunny,Dinner,34
Grilled Chicken,Sunny,Dinner,247
Tandoori Chicken,Sunny,Lunch,267
Chicken Wings,Sunny,Dinner,234
BBQ Platter,Sunny,Dinner,427
Steak,Sunny,Dinner,395
Soup,Sunny,Lunch,105
Tomato Soup,Sunny,Dinner,119
Chicken Corn Soup,Sunny,Dinner,137
Hot & Sour Soup,Sunny,Dinner,141
Cold Coffee,Sunny,Lunch,126
Coffee,Sunny,Breakfast,73
Cappuccino,Sunny,Breakfast,106
Latte,Sunny,Breakfast,114
Espresso,Sunny,Breakfast,92
Tea,Sunny,Breakfast,37
Milk Tea,Sunny,Breakfast,55
Green Tea,Sunny,Breakfast,54
Hot Chocolate,Sunny,Breakfast,128
Lemonade,Sunny,Lunch,83
Orange Juice,Sunny,Breakfast,96
Mango Juice,Sunny,Lunch,105
Apple Juice,Sunny,Lunch,111
Watermelon Juice,Sunny,Lunch,95
Milkshake,Sunny,Dinner,147
Chocolate Milkshake,Sunny,Dinner,165
Vanilla Milkshake,Sunny,Dinner,153
Faluda,Sunny,Dinner,159
Ice Cream,Sunny,Dinner,105
Brownie,Sunny,Dinner,133
Cheesecake,Sunny,Dinner,188
Chocolate Cake,Sunny,Dinner,173
Red Velvet Cake,Sunny,Dinner,179
Donut,Sunny,Breakfast,66
Muffin,Sunny,Breakfast,74
Paratha & Egg,Rainy,Breakfast,82
French Toast,Rainy,Breakfast,119
Pancakes,Rainy,Breakfast,141
Waffles,Rainy,Breakfast,156
Omelette,Rainy,Breakfast,99
Scrambled Eggs,Rainy,Breakfast,106
Boiled Egg Set,Rainy,Breakfast,82
Porridge,Rainy,Breakfast,90
Fruit Bowl,Rainy,Breakfast,127
Yogurt Parfait,Rainy,Breakfast,130
Toast & Jam,Rainy,Breakfast,67
Butter Toast,Rainy,Breakfast,55
Croissant,Rainy,Breakfast,102
Breakfast Burrito,Rainy,Breakfast,165
Hash Browns,Rainy,Breakfast,87
Samosa,Rainy,Breakfast,33
Singara,Rainy,Breakfast,32
Vegetable Roll,Rainy,Breakfast,46
Chicken Sandwich,Rainy,Lunch,153
Club Sandwich,Rainy,Lunch,171
Grilled Cheese Sandwich,Rainy,Lunch,134
Chicken Burger,Rainy,Lunch,166
Beef Burger,Rainy,Lunch,196
Veg Burger,Rainy,Lunch,137
Chicken Shawarma,Rainy,Lunch,177
Beef Shawarma,Rainy,Lunch,189
Chicken Wrap,Rainy,Lunch,159
Caesar Salad,Rainy,Lunch,180
Greek Salad,Rainy,Lunch,190
Chicken Caesar Salad,Rainy,Lunch,223
Fried Rice,Rainy,Lunch,189
Chicken Fried Rice,Rainy,Lunch,215
Egg Fried Rice,Rainy,Lunch,179
Vegetable Fried Rice,Rainy,Lunch,168
Noodles,Rainy,Lunch,165
Chicken Noodles,Rainy,Lunch,206
Vegetable Noodles,Rainy,Lunch,162
Pasta Alfredo,Rainy,Lunch,232
Spicy Pasta,Rainy,Lunch,223
Mac & Cheese,Rainy,Lunch,217
Chicken Pizza,Rainy,Dinner,275
Beef Pizza,Rainy,Dinner,301
Veg Pizza,Rainy,Dinner,245
Margherita Pizza,Rainy,Dinner,252
BBQ Chicken Pizza,Rainy,Dinner,311
Beef Biryani,Rainy,Dinner,231
Chicken Biryani,Rainy,Dinner,221
Kacchi Biryani,Rainy,Dinner,300
Tehari,Rainy,Dinner,182
Khichuri,Rainy,Dinner,164
Mutton Curry,Rainy,Dinner,279
Chicken Curry,Rainy,Dinner,203
Beef Curry,Rainy,Breakfast,220
Fish Curry,Rainy,Dinner,203
Dal,Rainy,Dinner,104
Mixed Vegetables,Rainy,Dinner,121
Butter Naan,Rainy,Dinner,51
Garlic Naan,Rainy,Dinner,61
Chapati,Rainy,Dinner,31
Grilled Chicken,Rainy,Dinner,259
Tandoori Chicken,Rainy,Dinner,273
Chicken Wings,Rainy,Dinner,239
BBQ Platter,Rainy,Dinner,430
Steak,Rainy,Dinner,402
Soup,Rainy,Dinner,125
Tomato Soup,Rainy,Dinner,131
Chicken Corn Soup,Rainy,Dinner,158
Hot & Sour Soup,Rainy,Dinner,145
Cold Coffee,Rainy,Lunch,130
Coffee,Rainy,Breakfast,77
Cappuccino,Rainy,Breakfast,119
Latte,Rainy,Breakfast,131
Espresso,Rainy,Breakfast,103
Tea,Rainy,Breakfast,59
Milk Tea,Rainy,Breakfast,58
Green Tea,Rainy,Breakfast,72
Hot Chocolate,Rainy,Breakfast,134
Lemonade,Rainy,Lunch,93
Orange Juice,Rainy,Breakfast,99
Mango Juice,Rainy,Lunch,119
Apple Juice,Rainy,Lunch,109
Watermelon Juice,Rainy,Lunch,102
Milkshake,Rainy,Dinner,155
Chocolate Milkshake,Rainy,Dinner,167
Vanilla Milkshake,Rainy,Dinner,155
Faluda,Rainy,Dinner,164
Ice Cream,Rainy,Dinner,100
Brownie,Rainy,Dinner,137
Cheesecake,Rainy,Dinner,190
Chocolate Cake,Rainy,Dinner,180
Red Velvet Cake,Rainy,Lunch,180
Donut,Rainy,Breakfast,72
Muffin,Rainy,Breakfast,76
Paratha & Egg,Cloudy,Breakfast,83
French Toast,Cloudy,Breakfast,117
Pancakes,Cloudy,Breakfast,147
Waffles,Cloudy,Breakfast,153
Omelette,Cloudy,Breakfast,92
Scrambled Eggs,Cloudy,Breakfast,102
Boiled Egg Set,Cloudy,Breakfast,77
Porridge,Cloudy,Breakfast,92
Fruit Bowl,Cloudy,Breakfast,128
Yogurt Parfait,Cloudy,Breakfast,135
Toast & Jam,Cloudy,Breakfast,56
Butter Toast,Cloudy,Breakfast,56
Croissant,Cloudy,Breakfast,94
Breakfast Burrito,Cloudy,Breakfast,164
Hash Browns,Cloudy,Breakfast,71
Samosa,Cloudy,Breakfast,27
Singara,Cloudy,Breakfast,23
Vegetable Roll,Cloudy,Breakfast,41
Chicken Sandwich,Cloudy,Lunch,149
Club Sandwich,Cloudy,Lunch,167
Grilled Cheese Sandwich,Cloudy,Lunch,126
Chicken Burger,Cloudy,Lunch,157
Beef Burger,Cloudy,Lunch,189
Veg Burger,Cloudy,Lunch,140
Chicken Shawarma,Cloudy,Lunch,172
Beef Shawarma,Cloudy,Lunch,177
Chicken Wrap,Cloudy,Lunch,152
Caesar Salad,Cloudy,Lunch,177
Greek Salad,Cloudy,Lunch,192
Chicken Caesar Salad,Cloudy,Lunch,214
Fried Rice,Cloudy,Lunch,182
Chicken Fried Rice,Cloudy,Lunch,212
Egg Fried Rice,Cloudy,Lunch,171
Vegetable Fried Rice,Cloudy,Lunch,169
Noodles,Cloudy,Lunch,169
Chicken Noodles,Cloudy,Lunch,195
Vegetable Noodles,Cloudy,Lunch,158
Pasta Alfredo,Cloudy,Lunch,224
Spicy Pasta,Cloudy,Lunch,213
Mac & Cheese,Cloudy,Lunch,213
Chicken Pizza,Cloudy,Dinner,272
Beef Pizza,Cloudy,Dinner,298
Veg Pizza,Cloudy,Dinner,238
Margherita Pizza,Cloudy,Dinner,252
BBQ Chicken Pizza,Cloudy,Dinner,310
Beef Biryani,Cloudy,Dinner,233
Chicken Biryani,Cloudy,Dinner,211
Kacchi Biryani,Cloudy,Dinner,286
Tehari,Cloudy,Dinner,183
Khichuri,Cloudy,Dinner,162
Mutton Curry,Cloudy,Dinner,275
Chicken Curry,Cloudy,Dinner,208
Beef Curry,Cloudy,Dinner,220
Fish Curry,Cloudy,Lunch,189
Dal,Cloudy,Dinner,99
